1,0.99572,0.98296,0.96194,0.93301,0.89668,0.85355,0.80438,0.75,0.69134,0.62941,0.56526,0.5,0.43474,0.37059,0.33928,0.30866,0.27886,0.25,0.22221,0.19562,0.17033,0.14645,0.12408,0.10332,0.08427,0.06699,0.05156,0.03806,0.02653,0.01704,0.00961,0.00428,0.00107,0,0.00107,0.00428,0.00961,0.01704,0.02653,0.03806,0.05156,0.06699,0.08427,0.10332,0.12408,0.14645,0.17033,0.19562,0.22221,0.25,0.27886,0.30866,0.33928,0.37059,0.43474,0.5,0.56526,0.62941,0.69134,0.75,0.80438,0.85355,0.89668,0.93301,0.96194,0.98296,0.99572,1
0,0.00057,0.00218,0.00463,0.0077,0.01127,0.01522,0.01945,0.02384,0.02823,0.03247,0.03638,0.03978,0.04248,0.04431,0.04484,0.04509,0.04504,0.04466,0.04397,0.04295,0.04161,0.03994,0.03795,0.03564,0.03305,0.03023,0.0272,0.02395,0.02039,0.01646,0.01214,0.00767,0.00349,0,-0.00349,-0.00767,-0.01214,-0.01646,-0.02039,-0.02395,-0.0272,-0.03023,-0.03305,-0.03564,-0.03795,-0.03994,-0.04161,-0.04295,-0.04397,-0.04466,-0.04504,-0.04509,-0.04484,-0.04431,-0.04248,-0.03978,-0.03638,-0.03247,-0.02823,-0.02384,-0.01945,-0.01522,-0.01127,-0.0077,-0.00463,-0.00218,-0.00057,0
0,0.0005839,0.0023342,0.0052468,0.0093149,0.0145291,0.0208771,0.0283441,0.0369127,0.0465628,0.057272,0.0690152,0.0817649,0.0954915,0.1101628,0.1257446,0.1422005,0.1594921,0.1775789,0.1964187,0.2159676,0.2361799,0.2570083,0.2784042,0.3003177,0.3226976,0.3454915,0.3686463,0.3921079,0.4158215,0.4397317,0.4637826,0.4879181,0.5120819,0.5362174,0.5602683,0.5841786,0.6078921,0.6313537,0.6545085,0.6773025,0.6996823,0.7215958,0.7429917,0.7638202,0.7840324,0.8035813,0.8224211,0.8405079,0.8577995,0.8742554,0.8898372,0.9045085,0.9182351,0.9309849,0.942728,0.9534372,0.9630873,0.9716559,0.9791229,0.9854709,0.990685,0.9947532,0.9976658,0.9994161,1,0,0.0005839,0.0023342,0.0052468,0.0093149,0.0145291,0.0208771,0.0283441,0.0369127,0.0465628,0.057272,0.0690152,0.0817649,0.0954915,0.1101628,0.1257446,0.1422005,0.1594921,0.1775789,0.1964187,0.2159676,0.2361799,0.2570083,0.2784042,0.3003177,0.3226976,0.3454915,0.3686463,0.3921079,0.4158215,0.4397317,0.4637826,0.4879181,0.5120819,0.5362174,0.5602683,0.5841786,0.6078921,0.6313537,0.6545085,0.6773025,0.6996823,0.7215958,0.7429917,0.7638202,0.7840324,0.8035813,0.8224211,0.8405079,0.8577995,0.8742554,0.8898372,0.9045085,0.9182351,0.9309849,0.942728,0.9534372,0.9630873,0.9716559,0.9791229,0.9854709,0.990685,0.9947532,0.9976658,0.9994161,1
0,0.0042603,0.0084289,0.0125011,0.0164706,0.02033,0.0240706,0.0276827,0.0311559,0.0344792,0.0376414,0.040631,0.0434371,0.0460489,0.0484567,0.0506513,0.0526251,0.0543715,0.0558856,0.057164,0.0582048,0.0590081,0.0595755,0.0599102,0.0600172,0.0599028,0.0595747,0.0590419,0.0583145,0.0574033,0.05632,0.0550769,0.0536866,0.052162,0.0505161,0.0487619,0.0469124,0.0449802,0.0429778,0.0409174,0.0388109,0.03667,0.0345058,0.0323294,0.0301515,0.0279828,0.0258337,0.0237142,0.0216347,0.0196051,0.0176353,0.0157351,0.0139143,0.0121823,0.0105485,0.0090217,0.0076108,0.0063238,0.0051685,0.0041519,0.0032804,0.0025595,0.0019938,0.001587,0.0013419,0.00126,0,-0.0042603,-0.0084289,-0.0125011,-0.0164706,-0.02033,-0.0240706,-0.0276827,-0.0311559,-0.0344792,-0.0376414,-0.040631,-0.0434371,-0.0460489,-0.0484567,-0.0506513,-0.0526251,-0.0543715,-0.0558856,-0.057164,-0.0582048,-0.0590081,-0.0595755,-0.0599102,-0.0600172,-0.0599028,-0.0595747,-0.0590419,-0.0583145,-0.0574033,-0.05632,-0.0550769,-0.0536866,-0.052162,-0.0505161,-0.0487619,-0.0469124,-0.0449802,-0.0429778,-0.0409174,-0.0388109,-0.03667,-0.0345058,-0.0323294,-0.0301515,-0.0279828,-0.0258337,-0.0237142,-0.0216347,-0.0196051,-0.0176353,-0.0157351,-0.0139143,-0.0121823,-0.0105485,-0.0090217,-0.0076108,-0.0063238,-0.0051685,-0.0041519,-0.0032804,-0.0025595,-0.0019938,-0.001587,-0.0013419,-0.00126
1,0.99739,0.98929,0.97587,0.95729,0.93372,0.90542,0.87267,0.83582,0.79527,0.75143,0.7048,0.65586,0.60515,0.55324,0.50069,0.44808,0.39598,0.34454,0.29482,0.2474,0.20285,0.16169,0.1244,0.09141,0.0631,0.03977,0.02165,0.00892,0.00169,0,0.00379,0.01293,0.0273,0.04669,0.07087,0.09957,0.13246,0.16918,0.20937,0.2526,0.29844,0.34644,0.39611,0.44739,0.49931,0.55129,0.60276,0.65316,0.70194,0.74857,0.79252,0.83331,0.87048,0.9036,0.9323,0.95626,0.97518,0.98886,0.99713,1
0.00147,0.0021,0.00396,0.007,0.01112,0.0162,0.02207,0.02857,0.03552,0.04274,0.05004,0.05723,0.06412,0.07053,0.07629,0.0812,0.08512,0.08787,0.08913,0.08866,0.08645,0.08255,0.07707,0.07014,0.06198,0.05281,0.04289,0.03245,0.02171,0.01085,0,-0.01031,-0.01956,-0.0277,-0.03471,-0.04054,-0.04516,-0.04858,-0.05082,-0.05195,-0.05208,-0.05133,-0.04987,-0.04787,-0.04537,-0.04232,-0.03886,-0.03516,-0.03132,-0.02745,-0.02365,-0.01998,-0.0165,-0.01328,-0.01035,-0.00776,-0.00557,-0.00381,-0.00252,-0.00173,-0.00147
1,0.9974,0.9893,0.9759,0.95733,0.93377,0.90548,0.87275,0.83591,0.79536,0.75154,0.7049,0.65595,0.60524,0.55331,0.50074,0.44811,0.39597,0.34448,0.29469,0.24722,0.20261,0.16142,0.12411,0.09112,0.06282,0.03952,0.02145,0.00878,0.00161,0,0.00387,0.01308,0.0275,0.04694,0.07115,0.09986,0.13275,0.16945,0.2096,0.25278,0.29857,0.34651,0.39612,0.44737,0.49926,0.55122,0.60267,0.65306,0.70184,0.74846,0.79242,0.83322,0.8704,0.90354,0.93225,0.95622,0.97516,0.98885,0.99712,1
0.00157,0.00223,0.00419,0.00739,0.01172,0.01705,0.02323,0.03006,0.03738,0.04498,0.05267,0.06025,0.06753,0.07431,0.0804,0.08562,0.08978,0.09272,0.09409,0.09366,0.0914,0.08736,0.08163,0.07438,0.0658,0.05615,0.04566,0.0346,0.02319,0.01161,0,-0.01106,-0.02103,-0.02985,-0.03748,-0.04387,-0.04899,-0.05282,-0.05539,-0.05676,-0.05703,-0.05633,-0.05483,-0.05272,-0.05003,-0.04673,-0.04298,-0.03893,-0.03472,-0.03048,-0.02628,-0.02222,-0.01836,-0.01477,-0.01151,-0.00862,-0.00616,-0.00419,-0.00275,-0.00187,-0.00157
1,0.99732,0.9893,0.97603,0.9576,0.93423,0.90615,0.87357,0.8369,0.79647,0.75272,0.70608,0.6571,0.60627,0.55413,0.50132,0.4484,0.3959,0.34367,0.29315,0.24502,0.19988,0.1583,0.1208,0.0878,0.05968,0.03677,0.0192,0.0072,0.0008,0,0.00467,0.01467,0.02973,0.0497,0.07428,0.10317,0.13607,0.17257,0.21235,0.25498,0.30012,0.3473,0.39618,0.44707,0.49868,0.5504,0.60167,0.65193,0.70065,0.74728,0.7913,0.83223,0.86957,0.90288,0.9318,0.95593,0.97503,0.98883,0.99722,1
0,0.00084,0.00333,0.00737,0.01284,0.01954,0.02724,0.03571,0.04464,0.05378,0.06283,0.07153,0.07961,0.08684,0.09302,0.09796,0.10152,0.1036,0.10352,0.10086,0.09584,0.08874,0.07992,0.06982,0.05889,0.04762,0.03646,0.02581,0.01603,0.00737,0,-0.00573,-0.00956,-0.01157,-0.01192,-0.0108,-0.00844,-0.00513,-0.00119,0.00307,0.00729,0.01112,0.01425,0.01639,0.01772,0.01871,0.01925,0.01929,0.0188,0.0178,0.01634,0.01451,0.01241,0.01017,0.00791,0.00576,0.00383,0.00221,0.00101,0.00025,0
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.00063,0.00403,0.00724,0.01312,0.01832,0.02282,0.02647,0.02902,0.03001,0.02971,0.02869,0.02673,0.02341,0.021,0.01777,0.01307,0.00947,0,-0.00947,-0.01307,-0.01777,-0.021,-0.02341,-0.02673,-0.02869,-0.02971,-0.03001,-0.02902,-0.02647,-0.02282,-0.01832,-0.01312,-0.00724,-0.00403,-0.00063
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.00084,0.00537,0.00965,0.01749,0.02443,0.03043,0.03529,0.03869,0.04001,0.03961,0.03825,0.03564,0.03121,0.028,0.02369,0.01743,0.01263,0,-0.01263,-0.01743,-0.02369,-0.028,-0.03121,-0.03564,-0.03825,-0.03961,-0.04001,-0.03869,-0.03529,-0.03043,-0.02443,-0.01749,-0.00965,-0.00537,-0.00084
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.00105,0.00672,0.01207,0.02187,0.03053,0.03803,0.04412,0.04837,0.05002,0.04952,0.04782,0.04455,0.03902,0.035,0.02962,0.02178,0.01578,0,-0.01578,-0.02178,-0.02962,-0.035,-0.03902,-0.04455,-0.04782,-0.04952,-0.05002,-0.04837,-0.04412,-0.03803,-0.03053,-0.02187,-0.01207,-0.00672,-0.00105
1,0.95,0.9,0.85,0.8,0.75,0.7,0.65,0.6,0.55,0.5,0.449,0.399,0.349,0.299,0.275,0.25,0.225,0.2,0.175,0.15,0.125,0.1,0.08,0.06,0.05,0.04,0.03,0.02,0.01,0.005,0,0.005,0.01,0.02,0.03,0.04,0.05,0.06,0.08,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.299,0.349,0.399,0.449,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
0.00126,0.00807,0.01448,0.02053,0.02623,0.0316,0.03664,0.04133,0.04563,0.04952,0.05294,0.05588,0.05808,0.05951,0.06002,0.06048,0.06084,0.061,0.06087,0.06033,0.05924,0.0574,0.05454,0.05121,0.04655,0.04351,0.03982,0.03522,0.02925,0.02074,0.01438,0,-0.01438,-0.02074,-0.02925,-0.03522,-0.03982,-0.04351,-0.04655,-0.05121,-0.05454,-0.0574,-0.05924,-0.06033,-0.06087,-0.061,-0.06084,-0.06048,-0.06002,-0.05951,-0.05808,-0.05588,-0.05294,-0.04952,-0.04563,-0.04133,-0.03664,-0.0316,-0.02623,-0.02053,-0.01448,-0.00807,-0.00126
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.00158,0.01008,0.0181,0.03279,0.0458,0.05704,0.06617,0.07254,0.07502,0.07427,0.07172,0.06682,0.05853,0.0525,0.04443,0.03268,0.02367,0,-0.02367,-0.03268,-0.04443,-0.0525,-0.05853,-0.06682,-0.07172,-0.07427,-0.07502,-0.07254,-0.06617,-0.05704,-0.0458,-0.03279,-0.0181,-0.01008,-0.00158
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.00189,0.0121,0.02172,0.03935,0.05496,0.06845,0.07941,0.08705,0.09003,0.08912,0.08606,0.08018,0.07024,0.063,0.05332,0.03922,0.02841,0,-0.02841,-0.03922,-0.05332,-0.063,-0.07024,-0.08018,-0.08606,-0.08912,-0.09003,-0.08705,-0.07941,-0.06845,-0.05496,-0.03935,-0.02172,-0.0121,-0.00189
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.00221,0.01412,0.02534,0.04591,0.06412,0.07986,0.09265,0.10156,0.10504,0.10397,0.1004,0.09354,0.08195,0.0735,0.06221,0.04576,0.03315,0,-0.03315,-0.04576,-0.06221,-0.0735,-0.08195,-0.09354,-0.1004,-0.10397,-0.10504,-0.10156,-0.09265,-0.07986,-0.06412,-0.04591,-0.02534,-0.01412,-0.00221
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.00252,0.01613,0.02896,0.05247,0.07328,0.09127,0.10588,0.11607,0.12004,0.11883,0.11475,0.10691,0.09365,0.084,0.07109,0.05229,0.03788,0,-0.03788,-0.05229,-0.07109,-0.084,-0.09365,-0.10691,-0.11475,-0.11883,-0.12004,-0.11607,-0.10588,-0.09127,-0.07328,-0.05247,-0.02896,-0.01613,-0.00252
1,0.95016,0.90027,0.80039,0.70041,0.60034,0.5002,0.4,0.2995,0.24926,0.19904,0.14889,0.09883,0.07386,0.04896,0.02418,0.01189,0,0.01311,0.02582,0.05104,0.07614,0.10117,0.15111,0.20096,0.25074,0.3005,0.4,0.4998,0.59966,0.69959,0.79961,0.89973,0.94984,1
0.00084,0.00698,0.01271,0.02305,0.03193,0.03931,0.04502,0.04869,0.04939,0.04819,0.04574,0.04171,0.03558,0.03138,0.02602,0.01862,0.01324,0,-0.012,-0.0162,-0.02134,-0.02458,-0.02682,-0.02953,-0.03074,-0.03101,-0.03063,-0.02869,-0.02556,-0.02153,-0.01693,-0.01193,-0.00659,-0.00378,-0.00084
1,0.95021,0.90034,0.80049,0.70051,0.60042,0.50025,0.4,0.29937,0.24907,0.1988,0.14861,0.09854,0.07358,0.0487,0.02398,0.01174,0,0.01326,0.02602,0.0513,0.07642,0.10146,0.15139,0.2012,0.25093,0.30063,0.4,0.49975,0.59958,0.69949,0.79951,0.89966,0.94979,1
0.00105,0.00832,0.01513,0.02741,0.03804,0.04692,0.05385,0.05836,0.0594,0.05809,0.05531,0.05062,0.04338,0.03837,0.03194,0.02297,0.01639,0,-0.01515,-0.02055,-0.02726,-0.03157,-0.03462,-0.03844,-0.04031,-0.04091,-0.04064,-0.03936,-0.03439,-0.02914,-0.02304,-0.01629,-0.00901,-0.00512,-0.00105
1,0.95025,0.9004,0.80058,0.70061,0.60051,0.50029,0.4,0.29925,0.24889,0.19857,0.14833,0.09824,0.0733,0.04845,0.02378,0.01158,0,0.01342,0.02622,0.05155,0.0767,0.10176,0.15167,0.20143,0.25111,0.30075,0.4,0.49971,0.59949,0.69939,0.79942,0.8996,0.94975,1
0.00126,0.00966,0.01753,0.03178,0.04413,0.05453,0.06267,0.06803,0.0694,0.06799,0.06486,0.05951,0.05118,0.04537,0.03786,0.02733,0.01954,0,-0.0183,-0.02491,-0.03318,-0.03857,-0.04242,-0.04733,-0.04986,-0.05081,-0.05064,-0.04803,-0.04321,-0.03675,-0.02913,-0.02066,-0.01141,-0.00646,-0.00126
1,0.95033,0.90054,0.80078,0.70081,0.60068,0.50039,0.4,0.299,0.24852,0.19809,0.14778,0.09768,0.07273,0.04794,0.02337,0.01128,0,0.01372,0.02663,0.05206,0.07727,0.10232,0.15222,0.20191,0.25148,0.301,0.4,0.49961,0.59932,0.69919,0.79922,0.89946,0.94967,1
0.00084,0.00855,0.01575,0.02858,0.03942,0.0482,0.05473,0.05869,0.05875,0.05677,0.0532,0.04776,0.03987,0.03471,0.02829,0.01944,0.0138,0,-0.01134,-0.01493,-0.01891,-0.02111,-0.02237,-0.02338,-0.0232,-0.02239,-0.02125,-0.01869,-0.01585,-0.01264,-0.00942,-0.00636,-0.00353,-0.00217,-0.00084
1,0.95041,0.90067,0.80097,0.70102,0.60085,0.50049,0.4,0.29875,0.24814,0.19761,0.14722,0.0971,0.07217,0.04742,0.02297,0.01098,0,0.01402,0.02703,0.05258,0.07783,0.1029,0.15278,0.20239,0.25186,0.30125,0.4,0.49951,0.59915,0.69898,0.79903,0.89933,0.94959,1
0.00105,0.0099,0.01816,0.03296,0.04551,0.0558,0.06356,0.06837,0.06875,0.06668,0.06276,0.05665,0.04766,0.04169,0.0342,0.02411,0.01694,0,-0.01448,-0.01927,-0.02482,-0.02809,-0.03016,-0.03227,-0.03276,-0.0323,-0.03125,-0.02837,-0.02468,-0.02024,-0.01551,-0.01074,-0.00594,-0.00352,-0.00105
1,0.9973,0.98918,0.97578,0.9572,0.93365,0.90535,0.8726,0.83577,0.7952,0.75138,0.70475,0.65583,0.60513,0.55322,0.50067,0.44807,0.39597,0.34455,0.29485,0.24745,0.20292,0.16175,0.12448,0.09148,0.06317,0.03985,0.0217,0.00897,0.00172,0,0.00375,0.0129,0.02723,0.04662,0.0708,0.09948,0.13238,0.16912,0.20932,0.25255,0.29842,0.34642,0.39612,0.4474,0.49933,0.55132,0.6028,0.6532,0.70198,0.74862,0.79257,0.83337,0.87053,0.90368,0.93238,0.95633,0.97528,0.98895,0.99723,1
0,0.00059,0.00235,0.0052,0.00906,0.0138,0.01927,0.02532,0.03175,0.03839,0.04506,0.05158,0.05777,0.06347,0.06852,0.07276,0.07606,0.0783,0.07912,0.07831,0.07588,0.07193,0.06659,0.06006,0.05253,0.04427,0.03553,0.02654,0.01752,0.00862,0,-0.00794,-0.01483,-0.02061,-0.02531,-0.02893,-0.03151,-0.0331,-0.03379,-0.03368,-0.03291,-0.03165,-0.03005,-0.0283,-0.02637,-0.02415,-0.02174,-0.01925,-0.01677,-0.01436,-0.01208,-0.00994,-0.00798,-0.00621,-0.00463,-0.00326,-0.00211,-0.0012,-0.00054,-0.00013,0
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.0013,0.0114,0.0208,0.0375,0.0518,0.0636,0.0724,0.078,0.0788,0.0767,0.0726,0.0661,0.0563,0.0496,0.0413,0.0299,0.0215,0,-0.0165,-0.0227,-0.0301,-0.0346,-0.0375,-0.041,-0.0423,-0.0422,-0.0412,-0.038,-0.0334,-0.0276,-0.0214,-0.015,-0.0082,-0.0048,-0.0013
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.0016,0.0134,0.0245,0.0441,0.061,0.075,0.0857,0.0925,0.0938,0.0917,0.087,0.0797,0.0683,0.0606,0.0507,0.0371,0.0271,0,-0.0206,-0.0286,-0.0384,-0.0447,-0.049,-0.0542,-0.0566,-0.057,-0.0562,-0.0525,-0.0467,-0.039,-0.0305,-0.0215,-0.0117,-0.0068,-0.0016
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.0019,0.0155,0.0281,0.0508,0.0702,0.0865,0.0989,0.1071,0.1088,0.1065,0.1015,0.0934,0.0805,0.0717,0.0603,0.0445,0.0328,0,-0.0245,-0.0344,-0.0468,-0.0548,-0.0603,-0.0674,-0.0709,-0.0718,-0.0712,-0.0671,-0.0599,-0.0504,-0.0397,-0.028,-0.0153,-0.0087,-0.0019
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.0022,0.0176,0.0318,0.0574,0.0794,0.0979,0.1122,0.1216,0.1238,0.1215,0.1159,0.107,0.0928,0.0829,0.07,0.0521,0.0387,0,-0.0282,-0.0402,-0.0551,-0.0648,-0.0718,-0.0805,-0.0852,-0.0867,-0.0862,-0.0816,-0.0731,-0.0617,-0.0487,-0.0344,-0.0188,-0.0106,-0.0022
1,0.95098,0.90161,0.80233,0.70244,0.60203,0.50118,0.4,0.297,0.24555,0.19427,0.14333,0.093,0.0682,0.0438,0.02012,0.00855,0,0.01615,0.02988,0.0562,0.0818,0.107,0.15667,0.20573,0.25445,0.303,0.4,0.49882,0.59797,0.69756,0.79767,0.89839,0.94902,1
0,0.0193,0.03502,0.06352,0.08824,0.10903,0.12532,0.13606,0.13874,0.13593,0.12959,0.11888,0.10215,0.09052,0.07552,0.05449,0.03892,0,-0.03646,-0.04965,-0.06614,-0.07692,-0.08465,-0.0945,-0.09959,-0.10155,-0.10124,-0.09606,-0.08644,-0.07347,-0.05824,-0.0413,-0.0228,-0.01292,0
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.0013,0.0147,0.0271,0.0489,0.0669,0.0814,0.0919,0.098,0.0976,0.0941,0.088,0.0789,0.0659,0.0576,0.0473,0.0339,0.0244,0,-0.0143,-0.0195,-0.0249,-0.0274,-0.0286,-0.0288,-0.0274,-0.025,-0.0226,-0.018,-0.014,-0.01,-0.0065,-0.0039,-0.0022,-0.0016,-0.0013
1,0.99893,0.99572,0.99039,0.98296,0.97347,0.96194,0.94844,0.93301,0.91573,0.89668,0.87592,0.85355,0.82967,0.80438,0.77779,0.75,0.72114,0.69134,0.66072,0.62941,0.59755,0.56526,0.5327,0.5,0.4673,0.43474,0.40245,0.37059,0.33928,0.30866,0.27886,0.25,0.22221,0.19562,0.17033,0.14645,0.12408,0.10332,0.08427,0.06699,0.05156,0.03806,0.02653,0.01704,0.00961,0.00428,0.00107,0,0.00107,0.00428,0.00961,0.01704,0.02653,0.03806,0.05156,0.06699,0.08427,0.10332,0.12408,0.14645,0.17033,0.19562,0.22221,0.25,0.27886,0.30866,0.33928,0.37059,0.40245,0.43474,0.4673,0.5,0.5327,0.56526,0.59755,0.62941,0.66072,0.69134,0.72114,0.75,0.77779,0.80438,0.82967,0.85355,0.87592,0.89668,0.91573,0.93301,0.94844,0.96194,0.97347,0.98296,0.99039,0.99572,0.99893,1
0,0.00039,0.00156,0.00349,0.0061,0.00932,0.01303,0.01716,0.02166,0.02652,0.03171,0.03717,0.04283,0.04863,0.05453,0.06048,0.06642,0.07227,0.07795,0.08341,0.08858,0.09341,0.09785,0.10185,0.10538,0.10837,0.11076,0.11248,0.11345,0.11361,0.11294,0.11141,0.10903,0.10584,0.1019,0.09726,0.09195,0.08607,0.0797,0.07283,0.06541,0.05753,0.04937,0.04118,0.03303,0.02489,0.01654,0.00825,0.00075,-0.00566,-0.01102,-0.0159,-0.02061,-0.02502,-0.02915,-0.03281,-0.03582,-0.03817,-0.03991,-0.04106,-0.04166,-0.04177,-0.04147,-0.04078,-0.03974,-0.03845,-0.037,-0.03547,-0.0339,-0.03229,-0.03063,-0.02891,-0.02713,-0.02529,-0.0234,-0.02149,-0.01958,-0.01772,-0.01596,-0.0143,-0.01277,-0.01136,-0.01006,-0.00886,-0.00775,-0.00674,-0.00583,-0.00502,-0.00431,-0.00364,-0.00297,-0.00227,-0.00156,-0.00092,-0.00042,-0.00011,0
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.0019,0.0189,0.0346,0.0622,0.0855,0.1044,0.1185,0.127,0.1276,0.124,0.1172,0.1066,0.0911,0.0806,0.0675,0.05,0.0376,0,-0.0211,-0.0299,-0.0406,-0.0467,-0.0506,-0.0549,-0.0556,-0.0549,-0.0526,-0.047,-0.0402,-0.0324,-0.0245,-0.0167,-0.0093,-0.0055,-0.0019
1,0.95,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.15,0.1,0.075,0.05,0.025,0.0125,0,0.0125,0.025,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,1
0.0022,0.0211,0.0385,0.0691,0.095,0.116,0.1318,0.1416,0.1427,0.1388,0.1317,0.1204,0.1035,0.0924,0.0782,0.0584,0.0445,0,-0.0242,-0.0348,-0.0478,-0.0562,-0.0615,-0.0675,-0.0698,-0.0692,-0.0676,-0.0616,-0.0534,-0.044,-0.0335,-0.0231,-0.0127,-0.0074,-0.0022
1,0.95196,0.9032,0.80464,0.70487,0.60405,0.50235,0.4,0.29401,0.24111,0.18858,0.13674,0.08611,0.06153,0.03775,0.01536,0.0053,0,0.0197,0.03464,0.06225,0.08847,0.11389,0.16326,0.21142,0.25889,0.30599,0.4,0.49765,0.59595,0.69513,0.79536,0.8968,0.94804,1
0,0.0224,0.04099,0.07447,0.10312,0.12674,0.14474,0.15606,0.15738,0.15287,0.14416,0.13045,0.11012,0.09651,0.07942,0.05624,0.03964,0,-0.03472,-0.04656,-0.06066,-0.06931,-0.07512,-0.08169,-0.08416,-0.08411,-0.08238,-0.07606,-0.06698,-0.05562,-0.04312,-0.03003,-0.01655,-0.00964,0
1.00025,0.99758,0.98961,0.9764,0.95808,0.93481,0.90682,0.87436,0.83777,0.7974,0.75366,0.70702,0.65797,0.60703,0.55477,0.50176,0.44863,0.39587,0.34306,0.29199,0.24336,0.1978,0.15592,0.11825,0.08524,0.05726,0.0346,0.01745,0.00595,0.00014,0,0.00534,0.0159,0.03149,0.05186,0.07672,0.10574,0.13861,0.17495,0.21441,0.25664,0.30127,0.34792,0.39622,0.44685,0.49824,0.54976,0.60088,0.65105,0.69972,0.74634,0.79039,0.83137,0.86878,0.9022,0.93121,0.95546,0.97465,0.98854,0.99694,0.99975,1
0.00124,0.00216,0.0049,0.00935,0.01538,0.02278,0.0313,0.04068,0.05062,0.06082,0.07097,0.08079,0.08998,0.09827,0.10543,0.11124,0.11554,0.11817,0.11841,0.11583,0.1106,0.10302,0.09344,0.08231,0.07012,0.05736,0.04452,0.03204,0.02029,0.00955,0,-0.00792,-0.01383,-0.01781,-0.01999,-0.02054,-0.01967,-0.01763,-0.0147,-0.01121,-0.00748,-0.00384,-0.00064,0.00182,0.0037,0.00542,0.00684,0.00786,0.00843,0.00853,0.00819,0.00747,0.00643,0.0052,0.00386,0.00252,0.00129,0.00024,-0.00057,-0.00107,-0.00124,0